ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
6169,Saleem Safi,AbbTakk News,The News,Balochistan,Hyderabad,Sports,Remittances fall sharply in July,,5 million,,,,375199.0,118987.0,1 crore,0,1.0,2022-03-18,English,Pro-Govt,
6170,Dr. Shahid Masood,DawnNews,Jang,KPK,Multan,Education,Khan addresses rally in Multan,,2 crore,164.0,,,14.58681313,78430.0,1 crore,1,0.0,2020-08-08,ENG,Pro-Govt,
6171,Shahzeb Khanzada,ARYNEWS,The News,KPK,Islamabad,Health,Teachers boycott classes in KP,46.29690758,2 crore,478.0,,,13.61594204,,3631321.632,0,1.0,2020-12-12,urdu,,32202.0
6172,Ansar Abbasi,ary,Dawn,Islamabad,Peshawar,Media,University students protest fee hikes,17.35972453,2 crore,,0.06929357497,4.0,,63004.0,891625.1202,,0.0,2021-06-06,Urdu,Pro-Govt,
6173,Matiullah Jan,GEO NEWS,Express Tribune,Balochistan,Lahore,Economy,Terrorist attack in Quetta leaves 20 dead,31.59354899,5 million,,,-1.0,4.713170821,175534.0,1 crore,1,1.0,2020-10-11,,Pro-Govt,
6174,Umar Cheema,ary,Express Tribune,Sindh,Quetta,Economy,Khan addresses rally in Multan,39.90801453,10 lakh,,,,,,50 lakh,Yes,,2023-12-05,,Neutral,
6175,Umar Cheema,Samaa,Nawa-i-Waqt,AJK,Lahore,Terrorism,Militant hideout destroyed in KPK,107.2344537,,110.0,,,737738.0,,3400878.465,1,,2022-09-06,,Pro-Govt,16028.0
6176,Rauf Klasra,hum news,Nawa-i-Waqt,Balochistan,Hyderabad,Sports,Suicide bombing in Peshawar mosque,7.957052641,10 lakh,,,1.0,1455472.0,,3152573.234,1,1.0,2022-06-26,urdu,Pro-Govt,
6177,Nusrat Javed,Samaa,Nawa-i-Waqt,Sindh,Hyderabad,Education,Student unions demand restoration,102.1934106,2 crore,,0.7012741651,5.0,,176088.0,2403945.431,Yes,,2023-12-08,urdu,Opposition,
6178,RAUF KLASSRA,DawnNews,The News,Islamabad,Quetta,Sports,COVID resurfaces in Islamabad schools,51.34448654,2 crore,,0.1064199837,,3.477328231,,,1,,2024-08-26,urdu,Neutral,
6179,Shahzeb Khanzada,HUM News,Jang,Islamabad,Islamabad,Judiciary,Khan addresses rally in Multan,46.9911088,432238,292.0,,,532253.0,5581.0,50 lakh,1,1.0,2019-08-11,ENG,,
6180,Umar Cheema,ARYNEWS,Express Tribune,AJK,Lahore,Sports,Opposition stages walkout in National Assembly,,2 crore,172.0,,,452232.0,148398.0,4287762.401,,0.0,2018-07-08,urdu,,
6181,Nusrat Javed,GEO NEWS,Daily Pakistan,Islamabad,Lahore,Sports,Karachi drainage system collapses,,6473327,425.0,-1.254512117,,,,50 lakh,1,,2024-02-03,urdu,,
6182,Ansar Abbasi,AbbTakk News,Dawn,Sindh,Rawalpindi,Education,New tax reforms spark debate in parliament,,5 million,221.0,-1.640249945,,4.806016589,53906.0,50 lakh,1,0.0,2020-05-14,English,Pro-Govt,
6183,RAUF KLASSRA,DAWN,Daily Pakistan,Sindh,Islamabad,Media,Suicide bombing in Peshawar mosque,30.77109866,2 crore,,-0.7629206018,4.0,5.085433203,,1 crore,No,,2025-10-12,urdu,,
6184,Ansar Abbasi,Express,Daily Pakistan,Punjab,Quetta,Education,Opposition stages walkout in National Assembly,,11835481,498.0,,,1420041.0,,50 lakh,Yes,1.0,2025-08-20,ENG,Pro-Govt,47078.0
6185,Kamran Shahid,Express-News,The News,Punjab,Karachi,Media,Budget deficit reaches record high,-2.435774178,5 million,,,4.0,49.1632816,180313.0,1 crore,,,2018-04-03,Urdu,Opposition,
6186,Ansar Abbasi,Express-News,Daily Pakistan,AJK,Lahore,Terrorism,ARY anchor arrested in midnight raid,67.16408164,,,,,37.62568297,57955.0,3179473.336,,0.0,2020-02-15,English,,
6187,Umar Cheema,hum news,Dawn,Balochistan,Quetta,Health,Five soldiers martyred in ambush,,553297,166.0,,,,,50 lakh,,1.0,2020-04-18,urdu,,34435.0
6188,Mohsin Raza,Geo,Jang,Islamabad,Peshawar,Judiciary,HEC budget slashed again,55.16159027,9105855,,,1.0,,129581.0,50 lakh,Yes,1.0,2024-04-23,urdu,Neutral,
6189,K. Khan,ARYNEWS,The News,Sindh,Peshawar,Economy,Flood relief funds under scrutiny,34.99580734,10 lakh,97.0,0.9001325153,,,192641.0,50 lakh,No,,2024-04-04,urdu,Pro-Govt,
6190,Umar Cheema,DAWN,Daily Pakistan,Punjab,Lahore,Terrorism,Mental health awareness campaign launched,,5 million,,,3.0,714345.0,197536.0,1 crore,No,0.0,2019-05-09,,,28590.0
6191,Ansar Abbasi,hum news,The News,Sindh,Multan,Terrorism,NDMA warns of heavy rains in Punjab,115.5429626,,,,,,31651.0,1 crore,No,,2022-02-03,ENG,,
6192,Kamran Shahid,ARYNEWS,Daily Pakistan,AJK,Quetta,Terrorism,Attack on Army convoy in Waziristan,14.80681554,2 crore,,0.3972824496,-1.0,44.1575628,13723.0,50 lakh,,,2024-12-22,,Opposition,39927.0
6193,Umar Cheema,Express-News,Express Tribune,KPK,Multan,Politics,PM announces new economic reforms,,5 million,,,2.0,49.8272635,46281.0,,No,,2025-10-07,English,,
6194,Mohsin Raza Khan,ARY News,Express Tribune,KPK,Islamabad,Economy,Private schools increase fees,,,,0.753276018,,8.389192883,,,No,1.0,2018-08-10,Urdu,,
6195,Umar Cheema,HUM News,Daily Pakistan,Sindh,Quetta,Crime,Teachers boycott classes in KP,,10 lakh,370.0,0.6916974816,2.0,1045863.0,,,1,1.0,2023-10-21,urdu,Pro-Govt,
6196,Najam Sethi,ARY News,Jang,Sindh,Multan,Terrorism,Cricket team departs for World Cup,69.31372,,,0.6844225411,1.0,1423783.0,,50 lakh,,,2018-02-08,,Opposition,
6197,Owais Tohid,geo,Nawa-i-Waqt,Sindh,Islamabad,Sports,Government to increase petrol price by Rs. 20,69.35028912,10 lakh,,0.6387713351,0.0,,181866.0,4508877.198,No,,2018-12-12,urdu,Pro-Govt,
6198,Rauf Klasra,ARY News,Daily Pakistan,Sindh,Hyderabad,Terrorism,"Media freedom at risk, says HRCP report",97.06424184,3690214,,,,1169502.0,14273.0,,Yes,1.0,2022-07-21,Urdu,Opposition,31161.0
6199,K. Khan,SAMAA TV,Daily Pakistan,Islamabad,Islamabad,Media,Dawn faces backlash over editorial,,2 crore,232.0,,1.0,,183113.0,50 lakh,Yes,,2021-05-13,English,Neutral,
6200,Matiullah Jan,Geo,The News,Sindh,Lahore,Media,Climate change worsening floods,,2 crore,,,1.0,10.89252661,100302.0,,0,,2021-02-13,Urdu,Opposition,
6201,Kamran Khan,AbbTakk News,The News,Punjab,Karachi,Terrorism,"Media freedom at risk, says HRCP report",52.50549933,2 crore,,0.05467194289,-1.0,,28847.0,1 crore,No,0.0,2021-01-20,English,Pro-Govt,
6202,Umar Cheema,ARY News,Nawa-i-Waqt,Sindh,Multan,Sports,Five soldiers martyred in ambush,74.11231429,2 crore,,,,,76483.0,50 lakh,Yes,1.0,2023-06-13,,Opposition,
6203,Rauf Klasra,geo,The News,KPK,Quetta,Sports,Climate change worsening floods,,5 million,-9.0,,,1192048.0,,599197.7967,No,0.0,2021-06-28,English,Neutral,
6204,Matiullah Jan,GEO NEWS,Jang,KPK,Hyderabad,Terrorism,Trade deficit widens again,89.19383179,10 lakh,,,-1.0,89545.0,,50 lakh,Yes,0.0,2019-12-14,urdu,Neutral,48652.0
6205,Ansar Abbasi,ARY News,Jang,Sindh,Multan,Terrorism,Digital media gaining popularity,,,240.0,-1.744619488,,17.91358021,,1 crore,0,0.0,2025-10-22,English,Pro-Govt,
6206,K. Khan,geo,Nawa-i-Waqt,KPK,Karachi,Sports,Health crisis follows floods,68.84430083,2 crore,402.0,,,26.8749001,,-14153.35629,0,0.0,2022-12-25,Urdu,Opposition,
6207,Asma Shirazi,SAMAA TV,Daily Pakistan,Punjab,Karachi,Judiciary,New universities to be established,10.18889821,2 crore,123.0,0.740306154,0.0,,39402.0,50 lakh,Yes,0.0,2018-08-23,ENG,Pro-Govt,
6208,shahzeb khanzada,ARYNEWS,The News,KPK,Lahore,Health,International squash event begins in Islamabad,93.83225612,7225553,,,1.0,,,1 crore,Yes,1.0,2021-08-21,Urdu,Neutral,
6209,shahzeb khanzada,ARY News,Nawa-i-Waqt,KPK,Quetta,Education,Flood relief funds under scrutiny,,5 million,357.0,,,1764833.0,134525.0,50 lakh,,0.0,2023-02-15,English,,
6210,Najam Sethi,SAMAA TV,Daily Pakistan,KPK,Multan,Sports,International squash event begins in Islamabad,,10 lakh,,,,,59538.0,,No,,2025-12-28,urdu,Pro-Govt,49622.0
6211,Mohsin Raza,DawnNews,Express Tribune,Punjab,Peshawar,Terrorism,Teachers boycott classes in KP,,,,,,1.348097258,,1 crore,Yes,0.0,2023-06-20,English,Neutral,20454.0
6212,K. Khan,AbbTakk News,Nawa-i-Waqt,Balochistan,Multan,Terrorism,Pakistan seeks investment from Gulf countries,,,364.0,,1.0,6.776034938,110600.0,4095395.73,0,0.0,2025-06-19,Urdu,Opposition,
6213,Kamran Shahid,GEO NEWS,Express Tribune,Sindh,Lahore,Education,Karachi drainage system collapses,102.5920274,,261.0,0.0003672960288,,,,2918363.324,,,2022-11-10,English,,1719.0
6214,Najam Sethi,ARYNEWS,Dawn,Balochistan,Lahore,Politics,Newspaper circulation declines,,19986681,-24.0,-1.968190773,1.0,36.0654165,190713.0,1 crore,0,0.0,2023-08-14,ENG,Pro-Govt,
6215,Najam Sethi,AbbTakk News,Daily Pakistan,Sindh,Islamabad,Media,Karachi drainage system collapses,,9056296,402.0,,,,,2063992.99,1,,2018-09-08,urdu,Opposition,
6216,Dr. Shahid Masood,ARY News,Express Tribune,AJK,Islamabad,Politics,Doctors protest low salaries,,5 million,487.0,,0.0,39.79673282,,1 crore,No,1.0,2022-12-06,urdu,,
6217,Owais Tohid,hum news,Express Tribune,Balochistan,Rawalpindi,Media,PEMRA issues warning to multiple channels,,5 million,269.0,,,1.322634282,85908.0,1 crore,No,,2020-01-25,English,Opposition,19799.0
6218,Shahzeb Khanzada,DawnNews,Express Tribune,Islamabad,Lahore,Politics,PM announces new economic reforms,98.14471699,2 crore,245.0,,5.0,1774190.0,118695.0,64112.94596,,0.0,2023-04-10,English,Neutral,
6219,Shahzeb Khanzada,GEO NEWS,The News,Sindh,Rawalpindi,Crime,Curriculum reforms announced,,2 crore,,-1.815845408,1.0,43.55902382,84280.0,,Yes,,2022-02-26,,,
6220,Mohsin Raza,SAMAA TV,Nawa-i-Waqt,Balochistan,Quetta,Crime,PM announces new economic reforms,,8575355,-5.0,,,,106983.0,,No,0.0,2019-08-11,ENG,Pro-Govt,
6221,Kamran Khan,HUM News,Jang,Islamabad,Hyderabad,Sports,Newspaper circulation declines,45.64265514,8442538,,,,1352337.0,89688.0,1 crore,Yes,0.0,2024-10-02,English,Pro-Govt,
6222,Ansar Abbasi,ARY News,Daily Pakistan,Islamabad,Hyderabad,Judiciary,New talent emerges in under-19 cricket,,5 million,,-0.889742418,-1.0,8.479388152,,50 lakh,Yes,,2021-06-07,ENG,,27742.0
6223,Mohsin Raza,Geo,Daily Pakistan,AJK,Hyderabad,Crime,New talent emerges in under-19 cricket,,,258.0,1.412118093,,216701.0,123001.0,1 crore,1,1.0,2022-06-18,,,25060.0
6224,Najam Sethi,HUM News,Express Tribune,Islamabad,Peshawar,Education,Supreme Court issues notice on corruption case,98.32599832,10 lakh,,,4.0,10.28211115,,2589535.495,0,1.0,2025-06-22,Urdu,Opposition,
6225,Kamran Khan,Samaa,Daily Pakistan,Islamabad,Multan,Terrorism,Dollar hits 300 in open market,,5 million,,,,1677661.0,,4614785.467,No,,2019-07-26,Urdu,Pro-Govt,48363.0
6226,Ansar Abbasi,DawnNews,Daily Pakistan,Islamabad,Hyderabad,Terrorism,ARY anchor arrested in midnight raid,82.15284788,2 crore,89.0,,4.0,43.08132759,156269.0,50 lakh,,0.0,2023-08-22,urdu,Opposition,
6227,Kamran Khan,ARY,Express Tribune,Islamabad,Multan,Sports,Dawn faces backlash over editorial,,16608333,,,4.0,848335.0,77005.0,50 lakh,0,1.0,2020-02-06,Urdu,Opposition,5149.0
6228,Dr. Shahid Masood,HUM News,Nawa-i-Waqt,Balochistan,Peshawar,Crime,Vaccination drive faces shortage,113.7089317,5 million,487.0,-0.9985066087,,1545035.0,106699.0,2944508.063,1,0.0,2018-08-16,urdu,,36442.0
6229,K. Khan,Geo,Nawa-i-Waqt,KPK,Islamabad,Media,Teachers boycott classes in KP,,10 lakh,327.0,,,,,50 lakh,Yes,1.0,2025-05-12,Urdu,,25341.0
6230,Ansar Abbasi,ARY News,Express Tribune,KPK,Rawalpindi,Crime,Villages submerged in southern Punjab,,10 lakh,292.0,0.3312799827,,,,,1,,2018-05-22,urdu,Neutral,35830.0
6231,Nusrat Javed,DAWN,Daily Pakistan,Islamabad,Multan,Crime,Matric exams leaked in Karachi,,5 million,,,,1479403.0,,771058.1375,,1.0,2025-08-26,,Opposition,
6232,shahzeb khanzada,SAMAA TV,Jang,AJK,Karachi,Education,HEC budget slashed again,,5 million,,,3.0,408914.0,,1 crore,No,1.0,2024-06-13,Urdu,Neutral,
6233,Mohsin Raza Khan,hum news,Jang,KPK,Multan,Sports,Newspaper circulation declines,-4.497650836,10 lakh,,0.08085248662,,,54563.0,1 crore,0,0.0,2023-12-05,,Opposition,
6234,Najam Sethi,GEO NEWS,Daily Pakistan,Punjab,Multan,Health,Newspaper circulation declines,70.7092976,,48.0,-0.9901245983,0.0,122783.0,168056.0,2010826.55,No,,2020-05-06,,,
6235,Ansar Abbasi,HUM News,Nawa-i-Waqt,Islamabad,Lahore,Politics,SC disqualifies minister in assets case,24.24426157,,2.0,-0.6786240658,2.0,1198552.0,,1 crore,1,1.0,2023-05-20,Urdu,,
6236,shahzeb khanzada,Geo,Dawn,Balochistan,Karachi,Judiciary,Remittances fall sharply in July,67.37025792,10396693,,-1.961963376,0.0,17.06056671,,,Yes,0.0,2020-07-21,English,Neutral,44199.0
6237,Umar Cheema,hum news,Nawa-i-Waqt,Balochistan,Peshawar,Crime,TTP commander killed in operation,-4.246536534,10 lakh,46.0,1.016361145,2.0,,157043.0,4775619.617,1,,2025-09-06,urdu,Pro-Govt,13407.0
6238,Talat Hussain,AbbTakk News,Jang,Islamabad,Lahore,Crime,Polio cases reported in KPK,1.138349473,,,,4.0,905527.0,,50 lakh,1,,2025-10-01,urdu,,38113.0
6239,Mohsin Raza Khan,DawnNews,Dawn,Balochistan,Quetta,Sports,Terrorist attack in Quetta leaves 20 dead,,2 crore,,0.5050988977,5.0,,22057.0,50 lakh,1,0.0,2023-08-24,English,Neutral,
6240,Umar Cheema,DawnNews,The News,AJK,Multan,Economy,Lawyers boycott proceedings,37.3746692,19620824,436.0,-0.975473157,3.0,,196444.0,1 crore,1,0.0,2019-06-08,ENG,Neutral,
6241,Dr. Shahid Masood,GEO NEWS,Express Tribune,AJK,Islamabad,Politics,Bomb blast near Karachi market,6.520164021,2 crore,96.0,0.7537767829,,49.88905263,,2941056.308,1,,2018-07-24,ENG,,11668.0
6242,Kamran Khan,Samaa,Daily Pakistan,Balochistan,Hyderabad,Politics,"Media freedom at risk, says HRCP report",37.43301314,6059442,348.0,,0.0,45.21670149,23725.0,,0,1.0,2023-05-02,ENG,Neutral,
6243,Talat Hussain,ary,Dawn,AJK,Hyderabad,Sports,Villages submerged in southern Punjab,103.4394921,,,1.510911725,4.0,1707029.0,154992.0,1 crore,Yes,,2019-09-27,English,,
6244,shahzeb khanzada,Express,Daily Pakistan,Sindh,Quetta,Crime,Dengue cases rising in Lahore hospitals,,,-8.0,0.7523522809,1.0,33.78680129,168925.0,1 crore,0,,2024-01-15,urdu,Pro-Govt,
6245,Matiullah Jan,ary,Dawn,Punjab,Karachi,Terrorism,Five soldiers martyred in ambush,,2 crore,366.0,-1.248807023,4.0,18.32744075,96130.0,,1,,2022-04-02,ENG,,34924.0
6246,Umar Cheema,geo,Express Tribune,KPK,Hyderabad,Education,PSL Final: Lahore Qalandars vs Karachi Kings,15.66956101,,85.0,1.937121068,2.0,1694454.0,,3312791.568,No,1.0,2020-04-28,ENG,,2735.0
6247,Umar Cheema,SAMAA TV,Jang,Sindh,Multan,Judiciary,Polio cases reported in KPK,,,313.0,,,45.26604855,97688.0,,Yes,,2018-12-13,urdu,Pro-Govt,
6248,Asma Shirazi,ARYNEWS,Express Tribune,Balochistan,Lahore,Crime,IMF deal finalised today,,,445.0,1.82578049,1.0,426445.0,,50 lakh,Yes,0.0,2025-07-28,English,,
6249,Ansar Abbasi,ARY,Dawn,KPK,Karachi,Education,Student unions demand restoration,,,34.0,,,,,50 lakh,1,1.0,2024-05-03,English,,
6250,Rauf Klasra,ARY News,Express Tribune,Balochistan,Quetta,Economy,Government launches CPEC project in Gwadar,,5 million,,-1.668784549,,628383.0,,3017007.638,1,0.0,2020-12-21,,,37255.0
6251,Asma Shirazi,AbbTakk News,Jang,KPK,Hyderabad,Judiciary,Government to increase petrol price by Rs. 20,,5 million,464.0,-1.377890997,,47.59619222,105753.0,291233.0712,0,1.0,2025-02-01,,Neutral,
6252,Nusrat Javed,Express,Express Tribune,AJK,Rawalpindi,Media,PSL Final: Lahore Qalandars vs Karachi Kings,0.7736203514,12503079,,,3.0,,143851.0,50 lakh,1,,2019-03-10,ENG,,
6253,Najam Sethi,hum news,Express Tribune,Balochistan,Rawalpindi,Economy,Case adjourned till next week,,5 million,,,3.0,950552.0,,,Yes,0.0,2025-04-24,Urdu,,
6254,Asma Shirazi,AbbTakk News,The News,KPK,Peshawar,Terrorism,Pakistan football team defeats India,69.82777573,11937766,,,,,31632.0,1 crore,No,1.0,2021-08-08,,Pro-Govt,38384.0
6255,Shahzeb Khanzada,Samaa,Express Tribune,Islamabad,Peshawar,Media,Dengue cases rising in Lahore hospitals,,2 crore,,-0.1124899983,,,93302.0,50 lakh,Yes,,2020-01-09,Urdu,,14797.0
6256,Shahzeb Khanzada,ARYNEWS,The News,Sindh,Peshawar,Economy,Aid for Balochistan still missing,,,291.0,-1.747062593,3.0,,,1 crore,1,0.0,2020-02-02,English,Pro-Govt,23301.0
6257,Ansar Abbasi,HUM News,The News,AJK,Lahore,Media,Hospitals face medicine shortages,46.31071981,,114.0,0.3307758583,1.0,,164538.0,1 crore,0,1.0,2021-04-02,ENG,Neutral,4013.0
6258,Umar Cheema,DAWN,Express Tribune,Punjab,Multan,Media,Digital media gaining popularity,-0.3250345953,5 million,,-0.8007117074,,26.22546845,,1 crore,No,0.0,2019-11-17,Urdu,Neutral,
6259,Umar Cheema,HUM News,Jang,KPK,Lahore,Education,Budget deficit reaches record high,,5 million,124.0,,-1.0,27.46775724,,699658.4519,0,0.0,2018-08-12,ENG,Pro-Govt,42854.0
6260,Kamran Shahid,GEO NEWS,Dawn,Sindh,Hyderabad,Crime,Teachers boycott classes in KP,,10837334,348.0,0.2596464195,1.0,14.8559153,,491190.1873,No,0.0,2019-11-20,urdu,Neutral,
6261,Owais Tohid,Express,Express Tribune,Sindh,Islamabad,Judiciary,Stock exchange crashes amid crisis,81.15413115,10 lakh,299.0,,,1224122.0,133083.0,50 lakh,No,,2019-12-19,ENG,Opposition,41375.0
6262,RAUF KLASSRA,Geo,Dawn,Punjab,Karachi,Politics,Stock exchange crashes amid crisis,46.63832809,10731990,,,,511867.0,165939.0,1 crore,,1.0,2020-04-26,English,Opposition,
6263,Najam Sethi,Geo,The News,Islamabad,Multan,Sports,Budget deficit reaches record high,45.0060194,12123216,,-0.1981201971,2.0,,,1 crore,Yes,1.0,2020-07-01,urdu,Pro-Govt,
6264,Dr. Shahid Masood,Geo,Express Tribune,AJK,Rawalpindi,Media,Case adjourned till next week,,2 crore,468.0,0.9885641613,,,,50 lakh,1,0.0,2019-08-04,English,,
6265,Umar Cheema,Geo,Express Tribune,Punjab,Quetta,Sports,Health crisis follows floods,,2 crore,466.0,,4.0,,,50 lakh,1,0.0,2020-08-20,,,
6266,Umar Cheema,ary,Dawn,Sindh,Peshawar,Sports,IMF deal finalised today,,10 lakh,,,3.0,7.864263255,126599.0,1 crore,No,,2022-01-18,English,Neutral,
6267,Dr. Shahid Masood,geo,Nawa-i-Waqt,AJK,Islamabad,Health,Relief camp set up in Multan,39.7811332,8724034,407.0,,2.0,,,,,,2019-01-20,ENG,Opposition,
6268,Mohsin Raza Khan,Geo,Express Tribune,AJK,Rawalpindi,Judiciary,Hospitals face medicine shortages,81.31274347,10 lakh,295.0,0.0170406517,3.0,,154341.0,50 lakh,0,1.0,2020-06-16,urdu,,
6269,Mohsin Raza,geo,The News,KPK,Lahore,Terrorism,News anchor resigns citing threats,80.9486727,,,,3.0,1453680.0,,,No,,2024-04-09,urdu,Pro-Govt,
6270,Mohsin Raza,hum news,Nawa-i-Waqt,AJK,Multan,Judiciary,HEC budget slashed again,108.2611004,10 lakh,,,,604495.0,,,Yes,,2025-03-26,,Neutral,
6271,Matiullah Jan,Express,Dawn,Balochistan,Karachi,Judiciary,Punjab bans junk food in schools,25.86687721,5 million,452.0,,3.0,,,1 crore,1,0.0,2023-04-27,,,47445.0
6272,Talat Hussain,ARY,Nawa-i-Waqt,Islamabad,Peshawar,Crime,Cricket team departs for World Cup,100.5622942,10 lakh,207.0,1.395758819,1.0,4.511915255,155499.0,50 lakh,1,,2020-12-15,Urdu,Pro-Govt,37871.0
6273,Kamran Khan,HUM News,Dawn,KPK,Peshawar,Education,Education ministry faces criticism,64.03208633,5 million,330.0,,,14.06540399,,,0,1.0,2018-11-21,Urdu,Opposition,15578.0
6274,Kamran Shahid,ARY News,Jang,Islamabad,Multan,Sports,Senate passes constitutional amendment,,8361931,,1.441333044,4.0,1820373.0,136068.0,,Yes,1.0,2024-03-09,,Neutral,
6275,RAUF KLASSRA,Geo,Express Tribune,KPK,Lahore,Education,Health crisis follows floods,,12977267,165.0,0.4180338706,,1688108.0,,,Yes,0.0,2022-11-09,English,,
6276,Mohsin Raza Khan,Express-News,Nawa-i-Waqt,AJK,Quetta,Judiciary,Villages submerged in southern Punjab,,2 crore,340.0,0.4572800045,,7.55586172,,,1,,2024-03-08,,Neutral,33702.0
6277,Kamran Shahid,ary,Express Tribune,Punjab,Rawalpindi,Judiciary,Terrorist attack in Quetta leaves 20 dead,33.24374712,5307725,,-1.500499497,0.0,10.24415145,,1 crore,,1.0,2020-12-22,Urdu,Opposition,34734.0
6278,Matiullah Jan,Express-News,Dawn,Balochistan,Karachi,Terrorism,International squash event begins in Islamabad,103.1754184,5 million,,,,,,1316231.65,Yes,1.0,2023-02-21,urdu,Opposition,
6279,Umar Cheema,ary,Dawn,KPK,Lahore,Judiciary,HEC budget slashed again,10.82856824,7805668,,-1.207955157,1.0,1515053.0,,1 crore,Yes,,2024-10-09,urdu,,
6280,Najam Sethi,AbbTakk News,The News,Balochistan,Peshawar,Judiciary,New universities to be established,45.52264458,5 million,,-0.6852096235,,,16740.0,4626417.08,No,0.0,2019-08-25,ENG,Opposition,
6281,Nusrat Javed,ary,Nawa-i-Waqt,Sindh,Karachi,Crime,Senate passes constitutional amendment,,5 million,,-0.2993650436,0.0,42.79658904,1268.0,1 crore,Yes,,2021-04-10,ENG,Neutral,41421.0
6282,Talat Hussain,Express,Dawn,AJK,Lahore,Education,NDMA warns of heavy rains in Punjab,,,166.0,,,1965366.0,75268.0,50 lakh,,1.0,2024-09-13,ENG,,
6283,shahzeb khanzada,ARY News,Jang,Balochistan,Islamabad,Health,Karachi drainage system collapses,74.63739252,5 million,267.0,,,369729.0,,2876523.064,No,1.0,2024-08-13,Urdu,Pro-Govt,
6284,Rauf Klasra,ary,The News,Islamabad,Lahore,Media,Supreme Court issues notice on corruption case,33.26042902,10 lakh,198.0,1.965763786,-1.0,676080.0,101276.0,4506863.313,,0.0,2024-05-16,Urdu,Opposition,41332.0
6285,Matiullah Jan,ARY News,Jang,Sindh,Quetta,Economy,Health workers go on strike in Punjab,111.2797611,,155.0,0.7968857683,-1.0,,,,0,1.0,2022-06-16,urdu,,21894.0
6286,Talat Hussain,AbbTakk News,Daily Pakistan,AJK,Multan,Education,Digital media gaining popularity,-2.097796124,489779,,,,,,,No,0.0,2020-11-02,urdu,Pro-Govt,
6287,Ansar Abbasi,geo,Dawn,AJK,Islamabad,Media,Remittances fall sharply in July,28.54901483,5 million,434.0,,,,154684.0,3045180.36,No,0.0,2024-10-11,ENG,Opposition,
6288,Kamran Khan,ARYNEWS,Nawa-i-Waqt,AJK,Rawalpindi,Education,Government announces new health policy,,,162.0,0.5679642651,3.0,,149858.0,1 crore,,0.0,2020-09-22,,,
6289,Saleem Safi,ARY News,Nawa-i-Waqt,Balochistan,Peshawar,Media,Pakistan football team defeats India,,9780951,296.0,,5.0,6.794576878,64798.0,3461532.368,1,,2018-02-15,Urdu,Opposition,
6290,Owais Tohid,Express-News,The News,KPK,Islamabad,Crime,Relief camp set up in Multan,17.31557702,5 million,,1.98121847,,,142309.0,50 lakh,Yes,1.0,2025-06-05,ENG,,41913.0
6291,Asma Shirazi,DAWN,Express Tribune,KPK,Rawalpindi,Education,Five soldiers martyred in ambush,,2 crore,142.0,,2.0,1.645470461,,,1,,2023-02-11,urdu,Neutral,29282.0
